< a a a a a a a a a a a a a a a a a a a a d >
[ Age    Foreign    Job    Status    History    Housing    Employ_Time    Depends    Balance    Aim    Amount    Duration    Savings    Rate    Guarantee    Residence_Time    Properties    Debits    Accounts    Phone    Granted ]
   28   Yes   Skilled            Male_Divorced    Critical     Own    7more        2   200More    New_Car       1323    6    100to500    2   None           4   Mobile    None     2   Yes   Yes
   27   Yes   Skilled            Female_Married   Paied        Own    1Less        1   Negative   New_Car       3123    24   100Less     4   None           1   Finance   None     1   No    No
   42   Yes   Skilled            Male_Single      Paied        Free   7more        2   Negative   Used_Car      5493    36   100Less     2   None           4   None      None     1   No    Yes
   49   Yes   Skilled            Male_Divorced    Paied        Own    7more        1   200More    TV            1126    9    100to500    2   None           4   House     None     1   No    Yes
   38   Yes   Skilled            Male_Single      Critical     Own    1Less        2   0to200     TV            1216    24   100to500    4   None           4   None      Bank     2   No    No
   24   Yes   Skilled            Female_Married   Paied        Rent   1Less        1   Negative   New_Car       1207    24   100Less     4   None           4   Finance   None     1   No    No
   27   Yes   Unskilled          Male_Single      Paied        Own    1to4         1   None       New_Car       1309    10   None        4   Guarantor      4   Finance   None     1   No    No
   36   Yes   Skilled            Male_Single      Critical     Own    1to4         1   200More    Used_Car      2360    15   500to1000   2   None           2   Mobile    None     1   Yes   Yes
   34   Yes   Highly_Qualified   Male_Single      All_Paied    Own    Unemployed   2   0to200     New_Car       6850    15   100to500    1   None           2   Finance   None     1   Yes   No
   28   Yes   Skilled            Male_Married     Paied        Own    1to4         1   None       TV            1413    24   100Less     4   None           2   Finance   None     1   No    Yes
   45   Yes   Highly_Qualified   Male_Single      Paied        Own    7more        1   None       Used_Car      8588    39   100to500    4   None           2   Mobile    None     1   Yes   Yes
   26   Yes   Skilled            Male_Single      Paied        Own    4to7         1   Negative   New_Car       759     12   100Less     4   None           2   House     None     1   No    No
   32   Yes   Highly_Qualified   Male_Single      Paied        Free   1to4         1   None       Used_Car      4686    36   100Less     2   None           2   None      None     1   Yes   Yes
   26   Yes   Skilled            Male_Single      Paied        Rent   4to7         1   200More    Business      2687    15   100Less     2   None           4   Finance   None     1   Yes   Yes
   20   Yes   Skilled            Male_Married     Delays       Rent   1to4         1   0to200     TV            585     12   100Less     4   Co_Applicant   4   House     None     2   No    Yes
   54   Yes   Skilled            Male_Single      Paied        Own    1Less        1   None       New_Car       2255    24   None        4   None           1   Finance   None     1   No    Yes
   37   No    Skilled            Female_Married   Critical     Own    4to7         1   Negative   New_Car       609     6    100Less     4   None           3   Finance   None     2   No    Yes
   40   No    Unskilled          Male_Single      Critical     Own    1Less        2   Negative   New_Car       1361    6    100Less     2   None           4   House     None     1   No    Yes
   23   Yes   Skilled            Female_Married   Critical     Rent   1Less        1   None       Furniture     7127    36   100Less     2   None           4   Finance   None     2   Yes   No
   43   Yes   Skilled            Male_Single      Paied        Own    7more        1   Negative   New_Car       1203    6    100to500    3   None           2   Finance   None     1   Yes   Yes
   36   Yes   Skilled            Male_Single      Critical     Free   7more        1   None       TV            700     6    None        4   None           4   None      None     2   No    Yes
   44   Yes   Skilled            Male_Single      Critical     Free   7more        1   None       Repairs       5507    24   100Less     3   None           4   None      None     2   No    Yes
   24   Yes   Skilled            Female_Married   Paied        Own    1to4         1   Negative   TV            3190    18   100Less     2   None           2   House     None     1   No    No
   53   Yes   Skilled            Male_Single      No_Credits   Free   1to4         2   Negative   Furniture     7119    48   100Less     3   None           4   None      None     2   No    No
   23   Yes   Skilled            Female_Married   Paied        Own    4to7         1   None       Used_Car      3488    24   100to500    3   None           4   Mobile    None     1   No    Yes
   26   Yes   Unskilled          Female_Married   Paied        Own    1to4         2   0to200     TV            1113    18   100Less     4   Guarantor      4   House     None     1   No    Yes
   30   Yes   Skilled            Male_Single      Paied        Own    1Less        1   0to200     Used_Car      7966    26   100Less     2   None           3   Mobile    None     2   No    Yes
   31   Yes   Skilled            Female_Married   Critical     Own    1to4         1   None       A46           1532    15   100to500    4   None           3   Mobile    None     1   No    Yes
   42   Yes   Unskilled          Male_Single      Critical     Own    4to7         2   None       TV            1503    4    100Less     2   None           1   House     None     2   No    Yes
   31   Yes   Skilled            Male_Divorced    Paied        Rent   1to4         1   Negative   TV            2302    36   100Less     4   None           4   Mobile    None     1   No    No
   41   Yes   Unskilled          Male_Single      Paied        Own    1Less        2   Negative   New_Car       662     6    100Less     3   None           4   House     None     1   Yes   Yes
   32   Yes   Skilled            Male_Single      Paied        Own    4to7         2   0to200     A46           2273    36   100Less     3   None           1   Mobile    None     2   No    Yes
   28   Yes   Skilled            Female_Married   Paied        Rent   1to4         1   0to200     New_Car       2631    15   100to500    2   None           4   Mobile    None     2   Yes   No
   41   Yes   Skilled            Male_Married     Delays       Rent   1to4         1   None       Used_Car      1503    12   100Less     4   None           4   House     None     1   No    Yes
   26   Yes   Skilled            Male_Married     Paied        Own    4to7         1   None       TV            1311    24   100to500    4   None           3   Finance   None     1   Yes   Yes
   25   Yes   Skilled            Male_Single      Paied        Own    1Less        1   None       TV            3105    24   None        4   None           2   Mobile    None     2   No    Yes
   33   Yes   Skilled            Male_Divorced    Critical     Rent   1Less        1   200More    A46           2319    21   100Less     2   None           1   Mobile    None     1   No    No
   75   Yes   Highly_Qualified   Female_Married   Paied        Own    Unemployed   1   Negative   New_Car       1374    6    None        4   None           3   Finance   None     1   Yes   Yes
   37   Yes   Skilled            Female_Married   Critical     Own    7more        1   0to200     Furniture     3612    18   100Less     3   None           4   Finance   None     1   Yes   Yes
   42   Yes   Highly_Qualified   Male_Single      Paied        Free   7more        1   Negative   New_Car       7763    48   100Less     4   None           4   None      Bank     1   No    No
   45   Yes   Unskilled          Female_Married   Paied        Own    1Less        1   200More    Furniture     3049    18   100Less     1   None           1   Finance   Stores   1   No    Yes
   23   Yes   Skilled            Male_Married     Paied        Rent   1Less        1   0to200     TV            1534    12   100Less     1   None           1   House     None     1   No    No
   60   Yes   Skilled            Male_Single      Delays       Free   7more        1   None       New_Car       2032    24   100Less     4   None           4   None      None     2   Yes   Yes
   31   Yes   Skilled            Male_Single      Paied        Own    7more        1   Negative   Furniture     6350    30   None        4   None           4   Finance   None     1   No    No
   34   Yes   Unskilled          Male_Single      Paied        Own    1to4         2   200More    Furniture     2864    18   100Less     2   None           1   House     None     1   No    No
   61   Yes   Unskilled          Male_Single      Critical     Own    7more        1   None       New_Car       1255    12   100Less     4   None           4   House     None     2   No    Yes
   43   Yes   Skilled            Male_Single      Delays       Free   Unemployed   2   Negative   New_Car       1333    24   100Less     4   None           2   House     None     2   No    No
   37   Yes   Skilled            Female_Married   Critical     Own    1to4         1   None       New_Car       2022    24   100Less     4   None           4   Mobile    None     1   Yes   Yes
   32   Yes   Skilled            Male_Single      Paied        Own    4to7         2   None       TV            1552    24   100Less     3   None           1   Mobile    Bank     1   No    Yes
   24   Yes   Unskilled          Female_Married   All_Paied    Own    1to4         1   Negative   TV            626     12   100Less     4   None           4   House     Bank     1   No    No
   35   Yes   Skilled            Male_Single      Critical     Free   4to7         1   None       Used_Car      8858    48   None        2   None           1   None      None     2   Yes   Yes
   23   Yes   Skilled            Female_Married   Critical     Own    4to7         1   None       Repairs       996     12   None        4   None           4   House     None     2   No    Yes
   45   Yes   Unskilled          Male_Single      All_Paied    Own    7more        2   None       TV            1750    6    500to1000   2   None           4   Finance   Bank     1   No    Yes
   34   Yes   Skilled            Male_Married     Paied        Own    4to7         1   Negative   TV            6999    48   100Less     1   Guarantor      1   House     None     2   Yes   No
   27   Yes   Skilled            Male_Single      Critical     Own    1Less        1   0to200     New_Car       1995    12   100to500    4   None           1   Mobile    None     1   No    Yes
   67   Yes   Highly_Qualified   Female_Married   Paied        Own    4to7         1   0to200     A46           1199    9    100Less     4   None           4   Finance   None     2   Yes   Yes
   22   Yes   Skilled            Male_Single      Paied        Own    1Less        1   0to200     TV            1331    12   100Less     2   None           1   Mobile    Stores   1   No    No
   28   Yes   Skilled            Female_Married   No_Credits   Own    1Less        1   0to200     New_Car       2278    18   100to500    3   None           3   Mobile    None     2   No    No
   29   Yes   Skilled            Female_Married   No_Credits   Own    1to4         1   None       New_Car       5003    21   None        1   None           4   Finance   Bank     2   Yes   No
   27   Yes   Skilled            Male_Single      All_Paied    Own    4to7         1   Negative   Furniture     3552    24   100Less     3   None           4   Mobile    Bank     1   No    No
   31   Yes   Unskilled          Male_Single      Critical     Own    1Less        1   0to200     Furniture     1928    18   100Less     2   None           2   House     None     2   No    No
   49   Yes   Skilled            Male_Single      Paied        Free   7more        2   Negative   Used_Car      2964    24   None        4   None           4   None      Bank     1   Yes   Yes
   24   Yes   Unskilled          Male_Single      All_Paied    Rent   4to7         1   Negative   TV            1546    24   100Less     4   Guarantor      4   Mobile    Bank     1   No    No
   29   Yes   Skilled            Female_Married   Delays       Own    1Less        1   200More    TV            683     6    100Less     2   None           1   Finance   Bank     1   No    Yes
   37   Yes   Skilled            Male_Single      Paied        Free   1to4         1   0to200     New_Car       12389   36   None        1   None           4   None      None     1   Yes   No
   37   Yes   Highly_Qualified   Male_Single      Delays       Own    1to4         1   0to200     Business      4712    24   None        4   None           2   Finance   Bank     2   Yes   Yes
   23   Yes   Skilled            Female_Married   Delays       Rent   4to7         1   0to200     TV            1553    24   100to500    3   None           2   Finance   None     2   Yes   Yes
   36   Yes   Skilled            Male_Divorced    Paied        Own    4to7         1   Negative   New_Car       1372    12   100Less     2   None           3   Mobile    None     1   No    No
   34   Yes   Skilled            Male_Single      Critical     Own    7more        1   None       TV            2578    24   1000More    2   None           2   Mobile    None     1   No    Yes
   41   Yes   Skilled            Male_Single      Paied        Own    4to7         2   0to200     TV            3979    48   None        4   None           1   Mobile    None     2   Yes   Yes
   31   Yes   Skilled            Female_Married   Paied        Own    1to4         1   Negative   TV            6758    48   100Less     3   None           2   Mobile    None     1   Yes   No
   23   Yes   Unskilled          Female_Married   Paied        Rent   1Less        1   Negative   Furniture     3234    24   100Less     4   None           4   House     None     1   Yes   No
   38   Yes   Skilled            Male_Single      Critical     Own    4to7         1   None       TV            5954    30   100Less     3   Co_Applicant   2   Mobile    None     1   No    Yes
   26   Yes   Highly_Qualified   Female_Married   Paied        Rent   Unemployed   1   None       Used_Car      5433    24   None        2   None           4   Finance   None     1   Yes   Yes
   22   Yes   Unskilled          Female_Married   Paied        Own    1to4         1   Negative   Business      806     15   100Less     4   None           4   Finance   None     1   No    Yes
   27   Yes   Unskilled          Male_Single      Paied        Own    7more        1   0to200     TV            1082    9    100Less     4   None           4   Mobile    None     2   No    Yes
   24   Yes   Skilled            Female_Married   Critical     Own    4to7         1   None       Furniture     2788    15   100Less     2   Co_Applicant   3   Mobile    Bank     2   No    Yes
   27   Yes   Skilled            Female_Married   Paied        Own    4to7         1   0to200     TV            2930    12   100Less     2   None           1   House     None     1   No    Yes
   33   Yes   Skilled            Female_Married   Critical     Own    1to4         1   None       A46           1927    24   None        3   None           2   Mobile    None     2   Yes   Yes
   27   Yes   Skilled            Male_Divorced    Critical     Own    1Less        1   0to200     New_Car       2820    36   100Less     4   None           4   Mobile    None     2   No    No
   27   Yes   Unskilled          Male_Married     Paied        Own    1Less        1   None       Education     937     24   100Less     4   None           3   Mobile    None     2   No    Yes
   30   Yes   Skilled            Male_Single      Critical     Own    7more        1   0to200     New_Car       1056    18   100Less     3   Guarantor      3   House     Bank     2   No    No
   49   Yes   Unskilled          Male_Single      Critical     Own    1Less        2   0to200     New_Car       3124    12   100Less     1   None           3   House     Bank     2   No    Yes
   26   Yes   Skilled            Female_Married   Paied        Rent   1to4         1   None       Furniture     1388    9    100Less     4   None           2   House     None     1   No    Yes
   33   Yes   Unskilled          Male_Single      Paied        Rent   1Less        1   0to200     Repairs       2384    36   100Less     4   None           1   None      None     1   No    No
   52   Yes   Highly_Qualified   Female_Married   Paied        Free   7more        1   None       New_Car       2133    12   None        4   None           4   None      None     1   Yes   Yes
   20   Yes   Skilled            Female_Married   Paied        Rent   1to4         1   Negative   Furniture     2039    18   100Less     1   None           4   House     Bank     1   No    No
   36   Yes   Skilled            Male_Single      Critical     Rent   1to4         2   Negative   New_Car       2799    9    100Less     2   None           2   House     None     2   No    Yes
   21   Yes   Unskilled          Male_Single      Paied        Own    1to4         1   Negative   Furniture     1289    12   100Less     4   Guarantor      1   Finance   None     1   No    Yes
   47   Yes   Unskilled          Male_Married     Paied        Own    1to4         1   Negative   Electronics   1217    18   100Less     4   None           3   House     None     1   Yes   No
   60   Yes   Skilled            Male_Single      Critical     Own    7more        1   Negative   Furniture     2246    12   100Less     3   None           3   Finance   None     2   No    No
   58   Yes   Unskilled          Female_Married   Critical     Own    4to7         1   Negative   TV            385     12   100Less     4   None           3   House     None     4   Yes   Yes
   42   Yes   Skilled            Female_Married   Delays       Rent   1to4         1   0to200     New_Car       1965    24   None        4   None           4   Mobile    None     2   Yes   Yes
   36   Yes   Unskilled          Female_Married   Paied        Own    7more        1   None       Business      1572    21   1000More    4   None           4   House     Bank     1   No    Yes
   20   Yes   Unskilled          Female_Married   Paied        Rent   1to4         1   0to200     New_Car       2718    24   100Less     3   None           4   Finance   None     1   Yes   No
   40   Yes   Highly_Qualified   Male_Single      All_Paied    Own    7more        1   Negative   Others        1358    24   None        4   None           3   Mobile    Stores   1   Yes   No
   32   Yes   Unskilled          Female_Married   All_Paied    Own    1Less        1   0to200     New_Car       931     6    100to500    1   None           1   Finance   Stores   1   No    No
   23   Yes   Skilled            Female_Married   Paied        Rent   4to7         1   Negative   New_Car       1442    24   100Less     4   None           4   Mobile    None     2   No    No
   36   Yes   Unskilled          Male_Single      No_Credits   Own    1to4         1   0to200     Business      4241    24   100Less     1   None           4   House     None     3   Yes   No
   31   Yes   Skilled            Male_Single      Critical     Own    4to7         1   None       New_Car       2775    18   100Less     2   None           2   Finance   Bank     2   No    No
   32   Yes   Skilled            Male_Single      Delays       Free   1to4         1   None       Business      3863    24   100Less     1   None           2   None      None     1   No    Yes
   45   Yes   Skilled            Female_Married   Paied        Own    1Less        1   0to200     TV            2329    7    100Less     1   Guarantor      1   House     None     1   No    Yes
   30   Yes   Skilled            Female_Married   Paied        Own    1to4         1   0to200     Furniture     918     9    100Less     4   None           1   Finance   None     1   No    No
   34   Yes   Unskilled          Female_Married   All_Paied    Free   4to7         1   0to200     A46           1837    24   100Less     4   None           4   None      Bank     1   No    No
   28   Yes   Highly_Qualified   Female_Married   Paied        Own    1to4         1   None       Furniture     3349    36   100Less     4   None           2   Mobile    None     1   Yes   No
   23   Yes   Skilled            Female_Married   Paied        Own    1Less        1   200More    Furniture     1275    10   100Less     4   None           2   Finance   None     1   No    Yes
   22   Yes   Skilled            Male_Single      All_Paied    Own    1to4         1   Negative   Furniture     2828    24   500to1000   4   None           4   House     Stores   1   Yes   Yes
   74   Yes   Highly_Qualified   Male_Single      Critical     Own    1to4         1   None       Business      4526    24   100Less     3   None           2   House     None     1   Yes   Yes
   50   Yes   Skilled            Female_Married   Paied        Free   1to4         1   0to200     TV            2671    36   100to500    4   Co_Applicant   4   None      None     1   No    No
   33   Yes   Skilled            Male_Single      Paied        Own    1Less        1   None       TV            2051    18   100Less     4   None           1   House     None     1   No    Yes
   45   Yes   Skilled            Male_Single      Paied        Free   7more        2   None       Used_Car      1300    15   None        4   None           4   None      Bank     1   No    Yes
   22   Yes   Skilled            Female_Married   Paied        Own    Unemployed   1   Negative   Electronics   741     12   100to500    4   None           3   Finance   None     1   No    No
   48   Yes   Unskilled          Female_Married   Paied        Free   7more        2   200More    New_Car       1240    10   100to500    1   None           4   None      None     1   No    No
   29   Yes   Skilled            Female_Married   Paied        Own    1Less        1   Negative   TV            3357    21   1000More    4   None           2   Mobile    Bank     1   No    Yes
   22   No    Skilled            Female_Married   All_Paied    Rent   1to4         1   Negative   Used_Car      3632    24   100Less     1   Guarantor      4   Mobile    Bank     1   No    Yes
   22   Yes   Skilled            Female_Married   Delays       Own    4to7         1   None       Furniture     1808    18   100Less     4   None           1   House     None     1   No    No
   48   Yes   Highly_Qualified   Male_Single      No_Credits   Own    1to4         1   0to200     Business      12204   48   None        2   None           2   Mobile    Bank     1   Yes   Yes
   27   Yes   Highly_Qualified   Male_Single      Delays       Free   1to4         1   0to200     TV            9157    60   None        2   None           2   None      None     1   No    Yes
   37   Yes   Skilled            Male_Single      Critical     Rent   1to4         2   Negative   New_Car       3676    6    100Less     1   None           3   House     None     3   No    Yes
   21   Yes   Skilled            Female_Married   Paied        Rent   1to4         1   0to200     Furniture     3441    30   100to500    2   Co_Applicant   4   Mobile    None     1   No    No
   49   Yes   Unskilled          Male_Divorced    Paied        Own    1to4         1   None       New_Car       640     12   100Less     4   None           2   House     None     1   No    Yes
   27   Yes   Skilled            Male_Single      Critical     Own    4to7         1   0to200     Business      3652    21   100Less     2   None           3   Finance   None     2   No    Yes
   32   Yes   Skilled            Male_Single      Critical     Own    1to4         1   None       New_Car       1530    18   100Less     3   None           2   Finance   Bank     2   No    No
   38   Yes   Skilled            Male_Divorced    Paied        Own    1to4         1   None       Business      3914    48   None        4   None           2   House     Bank     1   No    No
   22   Yes   Skilled            Female_Married   Paied        Rent   1Less        1   Negative   Furniture     1858    12   100Less     4   None           1   Mobile    None     1   No    Yes
   65   Yes   Skilled            Male_Single      Paied        Free   1to4         1   Negative   TV            2600    18   100Less     4   None           4   None      None     2   No    No
   35   Yes   Skilled            Male_Single      Paied        Own    7more        1   None       TV            1979    15   None        4   None           2   Mobile    None     1   No    Yes
   41   Yes   Skilled            Male_Single      Paied        Own    1to4         1   200More    Furniture     2116    6    100Less     2   None           2   House     None     1   Yes   Yes
   29   Yes   Skilled            Male_Single      All_Paied    Own    4to7         1   0to200     New_Car       1437    9    100to500    2   None           3   None      None     1   No    No
   36   Yes   Skilled            Male_Single      Critical     Own    1to4         1   None       Furniture     4042    42   500to1000   4   None           4   House     None     2   Yes   Yes
   64   Yes   Unskilled          Male_Single      Paied        Own    7more        1   None       A46           3832    9    None        1   None           4   House     None     1   No    Yes
   28   Yes   Skilled            Female_Married   Paied        Own    1to4         1   Negative   TV            3660    24   100Less     2   None           4   Mobile    None     1   No    No
   44   Yes   Skilled            Male_Single      All_Paied    Own    1to4         1   Negative   Furniture     1553    18   100Less     4   None           3   Mobile    Bank     1   No    No
   23   Yes   Skilled            Male_Single      Paied        Own    1Less        1   0to200     TV            1444    15   None        4   None           1   Finance   None     1   No    Yes
   19   Yes   Skilled            Female_Married   Paied        Rent   1Less        1   None       Furniture     1980    9    100Less     2   Co_Applicant   2   Mobile    None     2   No    No
   25   Yes   Unskilled          Female_Married   Paied        Own    1Less        1   0to200     New_Car       1355    24   100Less     3   None           4   Mobile    None     1   Yes   No
   47   Yes   Skilled            Male_Single      Paied        Own    7more        2   None       A46           1393    12   100Less     4   None           4   Finance   Bank     3   Yes   Yes
   28   Yes   Skilled            Female_Married   Paied        Own    4to7         1   None       TV            1376    24   500to1000   4   None           1   Mobile    None     1   No    Yes
   21   Yes   Skilled            Male_Single      Delays       Own    4to7         1   None       TV            15653   60   100Less     2   None           4   Mobile    None     2   Yes   Yes
   34   Yes   Skilled            Female_Married   Paied        Own    1Less        2   None       TV            1493    12   100Less     4   None           3   Mobile    None     1   No    Yes
   26   Yes   Skilled            Male_Single      Delays       Own    4to7         2   Negative   TV            4370    42   100Less     3   None           2   Finance   Bank     2   Yes   No
   27   Yes   Unemployed         Female_Married   Paied        Own    Unemployed   1   Negative   A46           750     18   100Less     4   None           1   House     None     1   No    No
   38   Yes   Unskilled          Male_Single      Paied        Own    7more        1   0to200     Repairs       1308    15   100Less     4   None           4   Mobile    None     2   No    Yes
   40   Yes   Highly_Qualified   Male_Single      Paied        Own    1to4         1   None       A46           4623    15   100to500    3   None           2   Finance   None     1   Yes   No
   33   Yes   Skilled            Male_Married     Critical     Own    4to7         1   None       TV            1851    24   100Less     4   Guarantor      2   Mobile    None     2   Yes   Yes
   32   Yes   Highly_Qualified   Male_Married     Critical     Own    4to7         1   Negative   TV            1880    18   100Less     4   None           1   Finance   None     2   Yes   Yes
   27   Yes   Skilled            Male_Single      Delays       Rent   1Less        1   None       Business      7980    36   None        4   None           4   Mobile    None     2   Yes   No
   32   Yes   Skilled            Male_Divorced    No_Credits   Own    1to4         1   Negative   Furniture     4583    30   100Less     2   Guarantor      2   House     None     2   No    Yes
   26   Yes   Skilled            Female_Married   Paied        Own    1to4         1   None       New_Car       1386    12   500to1000   2   None           2   Finance   None     1   No    No
   38   Yes   Skilled            Male_Single      Paied        Free   4to7         2   200More    New_Car       947     24   100Less     4   None           3   None      Bank     1   No    No
   40   Yes   Unskilled          Male_Single      Paied        Rent   1to4         2   Negative   A46           684     12   100Less     4   None           4   Mobile    None     1   No    No
   50   Yes   Highly_Qualified   Male_Single      Paied        Free   4to7         1   Negative   A46           7476    48   100Less     4   None           1   None      None     1   Yes   Yes
   37   Yes   Unskilled          Male_Single      Paied        Own    1to4         1   0to200     Furniture     1922    12   100Less     4   None           2   Finance   None     1   No    No
   45   Yes   Skilled            Male_Single      Paied        Own    7more        1   Negative   New_Car       2303    24   100Less     4   Co_Applicant   1   House     None     1   No    No
   42   Yes   Highly_Qualified   Male_Single      Delays       Own    7more        1   0to200     New_Car       8086    36   100to500    2   None           4   Mobile    None     4   Yes   No
   35   Yes   Skilled            Male_Single      Critical     Own    4to7         1   None       Used_Car      2346    24   100Less     4   None           3   Mobile    None     2   Yes   Yes
   22   Yes   Skilled            Male_Single      Paied        Free   Unemployed   1   Negative   New_Car       3973    14   100Less     1   None           4   None      None     1   No    Yes
   41   Yes   Unskilled          Male_Single      Paied        Own    7more        2   0to200     New_Car       888     12   100Less     4   None           4   Mobile    Bank     1   No    No
   37   Yes   Skilled            Male_Single      Paied        Own    4to7         1   None       TV            10222   48   None        4   None           3   Mobile    Stores   1   Yes   Yes
   28   Yes   Skilled            Female_Married   No_Credits   Own    1to4         1   0to200     Business      4221    30   100Less     2   None           1   Mobile    None     2   No    Yes
   41   Yes   Skilled            Male_Single      Critical     Own    7more        1   0to200     Furniture     6361    18   100Less     2   None           1   None      None     1   Yes   Yes
   23   Yes   Skilled            Male_Married     Paied        Rent   1to4         1   200More    TV            1297    12   100Less     3   None           4   House     None     1   No    Yes
   23   Yes   Skilled            Male_Married     Paied        Own    1to4         1   Negative   New_Car       900     12   None        4   None           2   Mobile    None     1   No    No
   50   Yes   Skilled            Male_Single      Paied        Own    7more        1   None       Furniture     2241    21   100Less     4   None           2   House     None     2   No    Yes
   35   Yes   Highly_Qualified   Male_Single      Delays       Own    Unemployed   1   0to200     Furniture     1050    6    100Less     4   None           1   Finance   Stores   2   Yes   Yes
   50   Yes   Unskilled          Female_Married   Critical     Own    1to4         1   200More    A46           1047    6    100Less     2   None           4   Finance   None     1   No    Yes
   27   Yes   Highly_Qualified   Male_Single      Critical     Own    Unemployed   1   None       Others        6314    24   100Less     4   Co_Applicant   2   None      Bank     2   Yes   Yes
   34   Yes   Skilled            Male_Single      All_Paied    Own    1to4         2   0to200     Furniture     3496    30   1000More    4   None           2   Mobile    Stores   1   Yes   Yes
   27   Yes   Skilled            Female_Married   All_Paied    Own    1to4         1   None       Business      3609    48   100Less     1   None           1   House     Stores   1   No    Yes
   43   Yes   Skilled            Male_Single      Critical     Rent   7more        1   Negative   New_Car       4843    12   100Less     3   Co_Applicant   4   Finance   None     2   Yes   No
   47   Yes   Skilled            Male_Single      Critical     Own    7more        1   200More    TV            3017    30   100Less     4   None           4   Finance   None     1   No    Yes
   27   Yes   Unskilled          Male_Single      Critical     Own    1to4         1   None       Business      4139    24   100to500    3   None           3   Finance   None     2   Yes   Yes
   31   Yes   Skilled            Male_Single      Paied        Own    4to7         1   None       Business      5742    36   100to500    2   None           2   Mobile    None     2   Yes   Yes
   42   Yes   Highly_Qualified   Male_Single      Paied        Own    7more        1   None       New_Car       10366   60   100Less     2   None           4   Finance   None     1   Yes   Yes
   24   Yes   Skilled            Male_Married     Critical     Own    1to4         1   None       New_Car       2080    6    500to1000   1   None           2   Mobile    None     1   No    Yes
   41   Yes   Unskilled          Male_Single      Delays       Own    1Less        2   None       Business      2580    21   500to1000   4   None           2   House     Bank     1   No    No
   26   Yes   Highly_Qualified   Female_Married   Critical     Rent   4to7         1   None       TV            4530    30   100Less     4   None           4   Mobile    None     1   Yes   Yes
   33   Yes   Skilled            Male_Single      Critical     Own    7more        1   None       Furniture     5150    24   100Less     4   None           4   Mobile    None     1   Yes   Yes
   24   Yes   Skilled            Male_Married     Paied        Own    1to4         1   0to200     TV            5595    72   100to500    2   None           2   Mobile    None     1   No    No
   64   Yes   Unskilled          Male_Single      Paied        Rent   7more        1   Negative   TV            2384    24   100Less     4   None           4   House     Bank     1   No    Yes
   26   Yes   Skilled            Female_Married   Paied        Own    1Less        1   None       TV            1453    18   100Less     3   None           1   House     None     1   No    Yes
   56   Yes   Skilled            Female_Married   Paied        Own    1Less        1   None       A46           1538    6    100Less     1   None           2   None      None     1   No    Yes
   37   Yes   Skilled            Male_Single      Paied        Free   1to4         1   None       TV            2279    12   None        4   None           4   None      None     1   Yes   Yes
   33   Yes   Skilled            Male_Married     Delays       Own    1to4         1   None       TV            1478    15   100Less     4   None           3   House     Bank     2   No    Yes
   47   Yes   Skilled            Male_Married     Critical     Free   1Less        1   None       TV            5103    24   100Less     3   None           3   None      None     3   Yes   Yes
   31   Yes   Unskilled          Male_Single      Delays       Own    4to7         2   0to200     Business      9857    36   100to500    1   None           3   Finance   None     2   Yes   Yes
   34   Yes   Skilled            Male_Single      Paied        Free   1to4         2   None       New_Car       6527    60   None        4   None           4   None      None     1   Yes   Yes
   27   Yes   Skilled            Male_Single      Critical     Own    4to7         1   200More    TV            1347    10   None        4   None           2   Finance   None     2   Yes   Yes
   30   Yes   Skilled            Male_Single      Delays       Free   7more        1   0to200     New_Car       2862    36   100to500    4   None           3   None      None     1   No    Yes
   35   Yes   Skilled            Male_Single      Paied        Own    7more        1   None       TV            2753    9    100to500    3   Co_Applicant   4   Mobile    None     1   Yes   Yes
   31   Yes   Skilled            Male_Single      Paied        Own    1to4         2   Negative   New_Car       3651    12   1000More    1   None           3   Finance   None     1   No    Yes
   25   Yes   Skilled            Male_Divorced    Critical     Own    1to4         1   Negative   Furniture     975     15   100Less     2   None           3   Finance   None     2   No    Yes
   25   Yes   Unskilled          Female_Married   Paied        Own    1to4         1   0to200     Repairs       2631    15   100to500    3   None           2   House     None     1   No    Yes
   29   Yes   Skilled            Male_Single      Paied        Own    1Less        1   0to200     TV            2896    24   100to500    2   None           1   Mobile    None     1   No    Yes
   44   Yes   Unskilled          Male_Single      Critical     Own    1Less        2   Negative   New_Car       4716    6    None        1   None           3   House     None     2   No    Yes
   28   Yes   Skilled            Male_Single      Paied        Own    4to7         1   None       TV            2284    24   100Less     4   None           2   Mobile    None     1   Yes   Yes
   50   Yes   Skilled            Male_Single      Paied        Rent   1to4         1   None       Used_Car      1236    6    500to1000   2   None           4   Finance   None     1   No    Yes
   29   No    Skilled            Male_Single      Paied        Own    4to7         1   0to200     TV            1103    12   100Less     4   Guarantor      3   House     None     2   No    Yes
   38   Yes   Unemployed         Female_Married   Critical     Own    Unemployed   1   None       New_Car       926     12   100Less     1   None           2   Finance   None     1   No    Yes
   24   Yes   Skilled            Male_Single      Critical     Own    1to4         1   None       TV            1800    18   100Less     4   None           2   Mobile    None     2   No    Yes
   40   Yes   Highly_Qualified   Male_Single      Paied        Rent   7more        1   200More    A46           1905    15   100Less     4   None           4   Mobile    None     1   Yes   Yes
   29   Yes   Unskilled          Female_Married   Paied        Rent   1to4         1   None       Furniture     1123    12   500to1000   4   None           4   Mobile    None     1   No    No
   46   Yes   Skilled            Male_Single      Critical     Free   7more        1   Negative   Used_Car      6331    48   100Less     4   None           4   None      None     2   Yes   No
